"OldName","NewName","Status","Note"
"IMG_3628.JPEG","","SKIP","Missing NewName in CSV row"
"IMG_3629.JPEG","","SKIP","Missing NewName in CSV row"
"IMG_3630.JPEG","","SKIP","Missing NewName in CSV row"
"IMG_3634.JPEG","","SKIP","Missing NewName in CSV row"
"IMG_3635.JPEG","","SKIP","Missing NewName in CSV row"
"IMG_3636.JPEG","","SKIP","Missing NewName in CSV row"
"IMG_3637.JPEG","","SKIP","Missing NewName in CSV row"
"IMG_3638.JPEG","","SKIP","Missing NewName in CSV row"
"IMG_3639.JPEG","","SKIP","Missing NewName in CSV row"
"IMG_3640.JPEG","","SKIP","Missing NewName in CSV row"
"IMG_3641.JPEG","","SKIP","Missing NewName in CSV row"
"IMG_3642.JPEG","","SKIP","Missing NewName in CSV row"
"IMG_3643.JPEG","","SKIP","Missing NewName in CSV row"
"IMG_3644.JPEG","","SKIP","Missing NewName in CSV row"
"IMG_3645.JPEG","","SKIP","Missing NewName in CSV row"
"IMG_3646.JPEG","","SKIP","Missing NewName in CSV row"
"IMG_3647.JPEG","","SKIP","Missing NewName in CSV row"
"IMG_3648.JPEG","","SKIP","Missing NewName in CSV row"
"IMG_3649.JPEG","","SKIP","Missing NewName in CSV row"
"IMG_3650.JPEG","","SKIP","Missing NewName in CSV row"
"IMG_3651.JPEG","","SKIP","Missing NewName in CSV row"
"IMG_3652.JPEG","","SKIP","Missing NewName in CSV row"
"IMG_3653.JPEG","","SKIP","Missing NewName in CSV row"
"IMG_3654.JPEG","","SKIP","Missing NewName in CSV row"
"IMG_3655.JPEG","","SKIP","Missing NewName in CSV row"
"IMG_3656.JPEG","","SKIP","Missing NewName in CSV row"
"IMG_3657.JPEG","","SKIP","Missing NewName in CSV row"
"IMG_3658.JPEG","","SKIP","Missing NewName in CSV row"
"IMG_3659.JPEG","","SKIP","Missing NewName in CSV row"
"IMG_3660.JPEG","","SKIP","Missing NewName in CSV row"
"IMG_3661.JPEG","","SKIP","Missing NewName in CSV row"
"IMG_3662.JPEG","","SKIP","Missing NewName in CSV row"
"IMG_3663.JPEG","","SKIP","Missing NewName in CSV row"
"IMG_3664.JPEG","","SKIP","Missing NewName in CSV row"
"IMG_3665.JPEG","","SKIP","Missing NewName in CSV row"
"IMG_3666.JPEG","","SKIP","Missing NewName in CSV row"
"IMG_3667.JPEG","","SKIP","Missing NewName in CSV row"
"IMG_3668.JPEG","","SKIP","Missing NewName in CSV row"
"IMG_3669.JPEG","","SKIP","Missing NewName in CSV row"
"IMG_3670.JPEG","","SKIP","Missing NewName in CSV row"
"IMG_3673.JPEG","","SKIP","Missing NewName in CSV row"
"IMG_3674.JPEG","","SKIP","Missing NewName in CSV row"
"IMG_3675.JPEG","","SKIP","Missing NewName in CSV row"
"IMG_3676.JPEG","","SKIP","Missing NewName in CSV row"
"IMG_3677.JPEG","","SKIP","Missing NewName in CSV row"
"IMG_3678.JPEG","","SKIP","Missing NewName in CSV row"
"IMG_3679.JPEG","","SKIP","Missing NewName in CSV row"
"IMG_3680.JPEG","","SKIP","Missing NewName in CSV row"
"IMG_3681.JPEG","","SKIP","Missing NewName in CSV row"
"IMG_3682.JPEG","","SKIP","Missing NewName in CSV row"
"IMG_3683.JPEG","","SKIP","Missing NewName in CSV row"
"IMG_3684.JPEG","","SKIP","Missing NewName in CSV row"
"IMG_3685.JPEG","","SKIP","Missing NewName in CSV row"
"IMG_3686.JPEG","","SKIP","Missing NewName in CSV row"
"IMG_3687.JPEG","","SKIP","Missing NewName in CSV row"
"IMG_3688.JPEG","","SKIP","Missing NewName in CSV row"
"IMG_3689.JPEG","","SKIP","Missing NewName in CSV row"
"IMG_3690.JPEG","","SKIP","Missing NewName in CSV row"
"IMG_3691.JPEG","","SKIP","Missing NewName in CSV row"
"IMG_3692.JPEG","","SKIP","Missing NewName in CSV row"
"IMG_3693.JPEG","","SKIP","Missing NewName in CSV row"
"IMG_3694.JPEG","","SKIP","Missing NewName in CSV row"
"IMG_3695.JPEG","","SKIP","Missing NewName in CSV row"
"IMG_3696.JPEG","","SKIP","Missing NewName in CSV row"
"IMG_3697.JPEG","","SKIP","Missing NewName in CSV row"
"IMG_3698.JPEG","","SKIP","Missing NewName in CSV row"
"IMG_3699.JPEG","","SKIP","Missing NewName in CSV row"
"IMG_3700.JPEG","","SKIP","Missing NewName in CSV row"
"IMG_3701.JPEG","","SKIP","Missing NewName in CSV row"
"IMG_3702.JPEG","","SKIP","Missing NewName in CSV row"
"IMG_3703.JPEG","","SKIP","Missing NewName in CSV row"
"IMG_3704.JPEG","","SKIP","Missing NewName in CSV row"
"IMG_3705.JPEG","","SKIP","Missing NewName in CSV row"
"IMG_3706.JPEG","","SKIP","Missing NewName in CSV row"
"IMG_3707.JPEG","","SKIP","Missing NewName in CSV row"
"IMG_3708.JPEG","","SKIP","Missing NewName in CSV row"
"IMG_3709.JPEG","","SKIP","Missing NewName in CSV row"
